tipo,codigo,latitud,longitud,id_barrio
POS,11058732,3.4313636,-76.52682346,738000404
POS,11059243,3.464864667,-76.5302598,737998194
POS,11064177,3.37584696653,-76.5445445045,738000365
POS,11067519,3.4140791824,-76.5405587127,737998124
POS,11068475,3.452348812,-76.53214058,737998832
POS,11069895,3.427413591,-76.53959931,737999414
POS,11073301,3.45412774566,-76.5267678725,737998935
POS,11073319,3.45543821483,-76.5292761625,737998853
POS,11074416,3.459809997,-76.52890212,737998204
POS,11081379,3.44227797379,-76.5318017694,737998164
POS,11084944,3.435142662,-76.5453741,737999403
POS,11087483,3.42789496243,-76.5389509748,737998082
POS,11093085,3.484966524,-76.52614593,737998256
POS,11094042,3.41027746584,-76.5397231034,737998129
POS,11099983,3.432485578,-76.52765656,738068452
POS,11100161,3.4652352231,-76.5085116245,737998796
POS,11117462,3.36435654,-76.53422011,738000383
POS,11123817,3.466038333,-76.52960877,737998251
POS,11130911,3.44476634099,-76.52723204,737998193
POS,11131695,3.450429698,-76.54522835,737996733
POS,11134905,3.4023444582,-76.5273058492,737998244
POS,11147154,3.468090092,-76.52938288,737998194
POS,11151438,3.459237535,-76.53240338,737998259
POS,11167996,3.461215096,-76.53287976,737998259
POS,11170198,3.466849228,-76.52767471,737998251
POS,11171980,3.45010267247,-76.5324891219,737998832
POS,11178019,3.42205354535,-76.5451419547,737999427
POS,11197241,3.458681583,-76.53480616,737998259
POS,11241858,3.419500007,-76.5448429,737999427
POS,11242567,3.478581182,-76.51722606,737998219
POS,11245156,3.45689728401,-76.5205195699,737998935
POS,11251998,3.485806948,-76.51629204,737998174
POS,11253408,3.45003068818,-76.5314648507,737998832
POS,11273851,3.46538528582,-76.5014159259,737999419
POS,11283470,3.435262849,-76.53468543,737999431
POS,11285624,3.468658727,-76.52980901,737998194
POS,11286192,3.48375969,-76.49686523,737998838
POS,11293255,3.429401997,-76.52278023,738000404
POS,11299302,3.45412774566,-76.5267678725,737998935
POS,11303047,3.369159902,-76.53701161,738000383
POS,11304805,3.45118692586,-76.5319325692,737998832
POS,11307162,3.43510925269,-76.5279166389,738068452
POS,11312139,3.44916991968,-76.5402739485,737998685
POS,11312600,3.48302050825,-76.5208503373,737998219
POS,11316429,3.451243675,-76.53066661,737998832
POS,11317633,3.464676147,-76.49430003,737997005
POS,11320744,3.464479157,-76.51553697,738002246
POS,11324001,3.447120988,-76.529683,737998912
POS,11326733,3.45046605705,-76.5332956033,737998832
POS,11326758,3.445680975,-76.52930011,737998912
POS,11328317,3.42409234968,-76.5444595007,737999414
POS,11329091,3.450158026,-76.54027071,737998685
POS,11338191,3.427695629,-76.53947313,737999414
POS,11340635,3.43247489829,-76.4961914329,737999432
POS,11341328,3.449905831,-76.53190839,737998832
POS,11363892,3.45553726004,-76.5236248832,737998935
POS,11364379,3.423041352,-76.5342473,737998100
POS,11365368,3.450222101,-76.53871545,737998685
POS,11374709,3.469440132,-76.52815058,737998251
POS,11387966,3.390732091,-76.54183278,737998851
POS,11399474,3.429483776,-76.53820096,737998087
POS,11399870,3.42792073631,-76.536832708,737998120
POS,11411097,3.45913210947,-76.5238971955,737998935
POS,1074202,3.446585066,-76.51767196,738000381
POS,3080302,3.458429431,-76.53447869,737998259
POS,3183703,3.45063235665,-76.5326427023,737998832
POS,3615204,3.47076296595,-76.4939114045,737999422
POS,3804404,3.449467444,-76.52823693,737998912
POS,3806103,3.45063235665,-76.5326427023,737998832
POS,3884204,3.45306973959,-76.5288149279,737998935
POS,7006202,3.45373472236,-76.5251079633,737998935
POS,10004885,3.44859912,-76.53328628,737998195
POS,10005197,3.43499879745,-76.5403567751,737998090
POS,10174258,3.440554955,-76.49770806,738000389
POS,10295137,3.465394344,-76.53024928,737998194
POS,10295384,3.468171711,-76.52910863,737998251
POS,10296010,3.458949464,-76.53014309,737998259
POS,10296291,3.46757899402,-76.5273470787,737998251
POS,10296838,3.465633112,-76.53117292,737998194
POS,10296952,3.457386864,-76.53347538,737998259
POS,10297190,3.463908114,-76.53046919,737998194
POS,10297422,3.45232233189,-76.5341002992,737998832
POS,10298115,3.464085907,-76.5301366,737998251
POS,10298800,3.467994772,-76.52559834,737998251
POS,10299006,3.467365353,-76.52821589,737998251
POS,10299121,3.468883542,-76.52512794,737998251
POS,10299303,3.469909802,-76.52930647,737998194
POS,10301208,3.46801607975,-76.5264011395,737998251
POS,10301489,3.46850225444,-76.5267288666,737998251
POS,10301604,3.466873082,-76.52677051,737998251
POS,10302263,3.485620366,-76.51481232,737998174
POS,10302982,3.481199151,-76.52459079,737998149
POS,10303956,3.45019216914,-76.5330743996,737998832
POS,10304467,3.45227532034,-76.5338908869,737998832
POS,10305795,3.45113095934,-76.5327984643,737998832
POS,10306397,3.44875158816,-76.5285168241,737998912
POS,10306488,3.45218177071,-76.5326702481,737998832
POS,10307734,3.451690035,-76.53736647,737998275
POS,10308021,3.435747516,-76.54083322,737999403
POS,10308146,3.4223835507,-76.5443547609,737999427
POS,10308567,3.42067246921,-76.5444762789,737999427
POS,10308948,3.41973029415,-76.5485022406,737998091
POS,10310571,3.44875286923,-76.5373635512,738002275
POS,10311785,3.395534211,-76.54641174,737996834
POS,10311876,3.440892182,-76.53283661,737998164
POS,10313179,3.435419408,-76.53743592,737998087
POS,10313427,3.43653739081,-76.5283991396,737999435
POS,10313468,3.387717876,-76.53855137,738000412
POS,10313716,3.398005198,-76.54091902,737998922
POS,10314136,3.37584696653,-76.5445445045,738000365
POS,10315323,3.434799678,-76.52831754,738068452
POS,10315422,3.397246211,-76.53818477,737998922
POS,10316172,3.43124103315,-76.5267802744,738000404
POS,10317592,3.444066965,-76.5203329,738000401
POS,10317840,3.44209994365,-76.532435501,737998164
POS,10318590,3.44354829,-76.52303849,737999416
POS,10318913,3.457942523,-76.51290788,737998753
POS,10320331,3.438679709,-76.53481436,737999431
POS,10320398,3.44223359621,-76.5275617011,737999435
POS,10321206,3.44226213865,-76.5346716812,737999438
POS,10328599,3.41741778,-76.53955215,737998111
POS,10329159,3.44712371353,-76.5274538572,737998912
POS,10331130,3.45006254314,-76.5306973745,737998832
POS,10331981,3.44409547278,-76.5262859672,737999416
POS,10335867,3.45810992682,-76.5329395272,737998259
POS,10336121,3.42181021996,-76.5468332063,737999427
POS,10337269,3.441707996,-76.52585164,737999435
POS,10337483,3.45414407762,-76.5209865396,737998935
POS,10337897,3.45902951765,-76.5231073303,737998935
POS,11432242,3.465811847,-76.53126946,737998194
POS,11434420,3.46861154,-76.52681283,737998251
POS,11434552,3.40742218102,-76.5350878424,737998921
POS,11435112,3.42703042561,-76.5292461631,737998119
POS,11440815,3.48022883,-76.51554112,737998207
POS,11456704,3.470299198,-76.52171709,737998812
POS,11457405,3.448517919,-76.50171124,737999433
POS,11459112,3.42409234968,-76.5444595007,737999414
POS,11475795,3.409883437,-76.54772415,738001426
POS,11475977,3.472767444,-76.52323955,737998812
POS,11478450,3.41475485442,-76.5386484095,737998124
POS,11520343,3.46197859219,-76.5312529906,737998194
POS,11520475,3.45254745638,-76.5281088805,737998935
POS,11521218,3.43010743877,-76.5380003151,737998087
POS,11529310,3.4233346635,-76.5447961906,737999427
POS,11531530,3.465452086,-76.53024876,737998194
POS,11533171,3.453321921,-76.53963231,737998266
POS,11537321,3.436405609,-76.53566297,737999431
POS,11542461,3.460565419,-76.53250619,737998259
POS,11547940,3.482207708,-76.5142776,737998207
POS,11550001,3.42025910806,-76.5390604685,737998111
POS,11555547,3.450158026,-76.54027071,737998685
POS,11555570,3.41475485442,-76.5386484095,737998124
POS,11559309,3.458095527,-76.53524586,737998259
POS,11569878,3.4232576279,-76.5446380443,737999427
POS,11570082,3.44189785271,-76.5337851832,737999438
POS,11570876,3.470088211,-76.52971422,737998194
POS,11571072,3.42751799734,-76.5379393597,737998087
POS,11574126,3.4163866484,-76.5398679792,737998124
POS,11580610,3.41700802941,-76.5385759207,737998111
POS,11594025,3.47954658165,-76.4971999683,738000119
POS,11594710,3.45213050567,-76.5218776187,737998290
POS,11601630,3.36152094887,-76.5313066625,738000383
POS,11601705,3.39788338,-76.53811296,737998922
POS,11603594,3.41698372253,-76.5437966561,738001441
POS,11608460,3.45906783828,-76.5309588975,737998259
POS,11614047,3.43173605149,-76.5449714736,737999403
POS,11615747,3.4453973044,-76.4995052055,738000362
POS,11615812,3.43273269912,-76.5357603165,737998087
POS,11618097,3.45154486992,-76.5303029009,737998832
POS,11642121,3.419657492,-76.54299984,737999427
POS,11648557,3.36928511261,-76.5370077814,738000383
POS,11650637,3.39359892169,-76.5512909736,737996845
POS,11734647,3.460276516,-76.53095727,737998259
POS,11736659,3.43525800395,-76.541910199,737999403
POS,11742251,3.42314207449,-76.5444008248,737999427
POS,11745213,3.38319849407,-76.5284699576,738000397
POS,11752532,3.444152154,-76.51149743,737998242
POS,11776655,3.42929566636,-76.5390996572,737998090
POS,11777810,3.36427876879,-76.5289923239,738018187
POS,11778842,3.42193917319,-76.5385161961,737998082
POS,11780590,3.43820358761,-76.535612382,737999431
POS,11780657,3.463644403,-76.52735871,737998251
POS,11792900,3.45109470013,-76.530902494,737998832
POS,11796026,3.467881654,-76.52663651,737998251
POS,11798949,3.451989263,-76.53931344,737998275
POS,11813904,3.458090276,-76.52991595,737998259
POS,11826005,3.42425765118,-76.5476641071,737999426
POS,11829645,3.47734222548,-76.5263832669,737998252
POS,11829686,3.461014628,-76.53100869,737998259
POS,11834546,3.432485578,-76.52765656,738068452
POS,11839933,3.44870201439,-76.5279537583,737998912
POS,11842754,3.459473803,-76.53528723,737998259
POS,11842911,3.40195120686,-76.5440562334,738001440
POS,11854577,3.442281934,-76.52611171,737999435
POS,11854700,3.46472927816,-76.5312186434,737998194
POS,11863875,3.463493256,-76.53314976,737998194
POS,11871951,3.468950014,-76.52865533,737998194
POS,11873213,3.434490657,-76.53478679,737999431
POS,11876653,3.46958558059,-76.4853297237,737998896
POS,11886041,3.473444412,-76.51267355,737998229
POS,11892577,3.39091261,-76.53864754,737998851
POS,11895497,3.398724525,-76.53790402,737998922
POS,11895745,3.472427283,-76.52039975,737998812
POS,11913159,3.39832389054,-76.5398094788,737998922
POS,11920279,3.40786445447,-76.5167142796,737997030
POS,11925377,3.480433051,-76.5105019,737998207
POS,11940665,3.43239852,-76.5388301,737998087
POS,11941374,3.46472927816,-76.5312186434,737998194
POS,11945979,3.4191934933,-76.5485504493,737998091
POS,11951399,3.422379549,-76.51123753,737998954
POS,11957370,3.43269974814,-76.5424150801,737998090
POS,11963246,3.4584349646,-76.5342790157,737998259
POS,11970449,3.39353558557,-76.5419487522,737998852
POS,10520427,3.44394192746,-76.5217723384,737999416
POS,10521557,3.41032389517,-76.5381829493,737998098
POS,10523546,3.444497094,-76.52140944,737998290
POS,10525905,3.459411219,-76.53434529,737998259
POS,10530699,3.46825813613,-76.524460582,737998251
POS,10531283,3.43681932798,-76.5360408076,737999431
POS,10537256,3.458216207,-76.53131196,737998259
POS,10537496,3.39797791154,-76.5447628304,737998847
POS,10537892,3.375255491,-76.54202374,738000376
POS,10539039,3.462457862,-76.52638018,737998251
POS,10557254,3.46161261276,-76.527935101,737998204
POS,10557296,3.470889726,-76.5104992,737998182
POS,10575629,3.449778077,-76.53047991,737998832
POS,10579951,3.43606876394,-76.5102963857,737998271
POS,10598142,3.45064359859,-76.5283077353,737998935
POS,10602332,3.463274036,-76.52909821,737998204
POS,10607828,3.44826921414,-76.5317393089,737998912
POS,10621167,3.44060424325,-76.5281594219,737999435
POS,10627289,3.46316061686,-76.5257699747,737998251
POS,10629145,3.428548719,-76.50972275,737996915
POS,10631026,3.45288309798,-76.5304426601,737998832
POS,10633261,3.45906783828,-76.5309588975,737998259
POS,10636587,3.43750545308,-76.5258803424,737999435
POS,10636785,3.46756232481,-76.5274102383,737998251
POS,10645513,3.461259745,-76.52625427,737998204
POS,10648384,3.43597138853,-76.5302347285,737999435
POS,10649754,3.4281328061,-76.5374902396,737998087
POS,10667277,3.45290403954,-76.5328659847,737998832
POS,10667327,3.46823798957,-76.5283987347,737998251
POS,10668119,3.432977376,-76.52818768,738068452
POS,10670651,3.42409234968,-76.5444595007,737999414
POS,10670974,3.45102445019,-76.4820853364,737999366
POS,10671048,3.47310404619,-76.5070041589,737999421
POS,10671154,3.34869394999,-76.5305870537,737996810
POS,10690626,3.389260945,-76.54482718,737998851
POS,10694974,3.46162403545,-76.5286055901,737998204
POS,10719383,3.4656638049,-76.5302468603,737998194
POS,10726297,3.439361808,-76.51478769,738000380
POS,10749919,3.459622858,-76.52839319,737998204
POS,10755676,3.41872857889,-76.5391619939,737998111
POS,10769347,3.452822954,-76.53228623,737998832
POS,10773992,3.44901542331,-76.5311423735,737998912
POS,10790590,3.4197109136,-76.5359236633,737998111
POS,10798395,3.46976070577,-76.5083585181,737999421
POS,10798452,3.465898447,-76.52972127,737998251
POS,10806529,3.33870326331,-76.5279700139,737996810
POS,10817492,3.450569343,-76.52863432,737998832
POS,10821262,3.464999155,-76.53012669,737998251
POS,10825081,3.45963001851,-76.5198591214,737998805
POS,10826501,3.43794525524,-76.5401977991,737998694
POS,10827616,3.4412006765,-76.5125925137,738000380
POS,10840247,3.442999804,-76.53425699,737999438
POS,10843308,3.46925233,-76.52408565,737998251
POS,10844280,3.45373472236,-76.5251079633,737998935
POS,10844306,3.46426472328,-76.5138612243,737998805
POS,10862274,3.37522380076,-76.5425305046,738000378
POS,10878163,3.433587729,-76.53520752,737998087
POS,10894194,3.467759786,-76.52660459,737998251
POS,10895456,3.45253715973,-76.5119581349,737998761
POS,10895480,3.459290944,-76.53224104,737998259
POS,10910305,3.457977888,-76.52579055,737998935
POS,10912210,3.47734222548,-76.5263832669,737998252
POS,10923993,3.42314207449,-76.5444008248,737999427
POS,10938249,3.457764606,-76.53532875,737998266
POS,10949030,3.473721522,-76.51650042,737998812
POS,10949204,3.37111916819,-76.5277405079,738000407
POS,10951341,3.42409234968,-76.5444595007,737999414
POS,10959591,3.45914047829,-76.521046097,737998935
POS,1048402,3.45228602888,-76.5324747893,737998832
POS,3156803,3.37332731493,-76.5407102407,738000377
POS,3268203,3.42771215628,-76.5260327649,738000404
POS,3381003,3.42589406389,-76.5459128229,737999414
POS,3597004,3.40523330471,-76.5137236641,737996914
POS,3815103,3.45260111212,-76.5198110254,737998290
POS,9109703,3.45232546282,-76.5330995211,737998832
POS,10004554,3.462361499,-76.5275653,737998251
POS,10005650,3.451970453,-76.51440435,737998761
POS,10005684,3.458513932,-76.5327997,737998259
POS,10296705,3.46462882848,-76.5032530178,737999419
POS,10299907,3.4680040787,-76.527170642,737998251
POS,10305258,3.45036807899,-76.5282079456,737998935
POS,10305761,3.45106868423,-76.533208703,737998832
POS,10306496,3.45053580031,-76.5324909388,737998832
POS,10306538,3.461428415,-76.53385324,737998259
POS,10306926,3.454108365,-76.5317597,737998832
POS,10307304,3.4497322824,-76.5315024498,737998832
POS,10307783,3.419108709,-76.54323731,737999427
POS,10308005,3.433235091,-76.54326259,737999403
POS,10308609,3.467091126,-76.52568018,737998251
POS,10309698,3.42875645055,-76.5446324631,737999414
POS,10310415,3.43089426335,-76.5434945862,737999414
POS,10310852,3.43520997459,-76.5432762496,737999403
POS,10310894,3.4191934933,-76.5485504493,737998091
POS,10310951,3.43446420146,-76.5402930884,737998090
POS,10313583,3.36954367267,-76.5236640279,738000400
POS,10317758,3.442513646,-76.53005256,737999435
POS,10318269,3.4638002921,-76.5165109868,738002246
POS,10319366,3.46950806786,-76.4980230602,737999418
POS,10320463,3.44394192746,-76.5217723384,737999416
POS,10321396,3.4602031836,-76.507208753,737998753
POS,10321610,3.40597312381,-76.5374855788,737998921
POS,10327005,3.466791367,-76.52779204,737998251
POS,10327575,3.47016527091,-76.5242580036,737998251
POS,10328805,3.38966322119,-76.544850408,737998851
POS,10330249,3.48733200681,-76.5198020547,737998149
POS,10331122,3.450631946,-76.5308794,737998832
POS,10331213,3.44899780679,-76.5302379748,737998912
POS,10332153,3.45301840834,-76.5292733559,737998935
POS,10332237,3.462784384,-76.53037973,737998204
POS,10334175,3.44095132206,-76.5370677765,737998692
POS,10334795,3.466186378,-76.50165519,737999419
POS,10337319,3.443148395,-76.52432727,737999416
POS,10338010,3.444562795,-76.52456091,737999416
POS,10338986,3.417895226,-76.54104956,737998111
POS,10339232,3.467585662,-76.52732181,737998251
POS,10389401,3.468264692,-76.52645287,737998251
POS,11979424,3.44860148573,-76.5293678411,737998912
POS,12038857,3.42871672626,-76.5442795031,737999414
POS,12067856,3.483801642,-76.5255327,737998149
POS,12077426,3.40430945935,-76.5309680733,737998942
POS,12079281,3.45002720406,-76.5312677628,737998832
POS,12079307,3.44801638217,-76.5319714032,737998195
POS,12079638,3.469628742,-76.52818169,737998194
POS,12094520,3.45288309798,-76.5304426601,737998832
POS,12095055,3.3959880212,-76.5374456214,737998940
POS,12096210,3.4426311536,-76.5248029299,738000401
POS,12096285,3.42978344103,-76.5351316654,737998120
POS,12115226,3.480567781,-76.49780871,737998913
POS,12118568,3.45229285,-76.52837754,737998935
POS,12121190,3.48912548,-76.523454,737998171
POS,12122099,3.474744067,-76.50937273,738000069
POS,12122719,3.466243003,-76.52809413,737998251
POS,12131298,3.455230291,-76.52435158,737998935
POS,12148755,3.46474251684,-76.5034124071,737999419
POS,12154811,3.435377972,-76.53497905,737999431
POS,12164372,3.451385682,-76.53622285,737998287
POS,12173480,3.38391875682,-76.5330473812,738000397
POS,12197059,3.456537044,-76.53497606,737998259
POS,12202123,3.450648955,-76.53164982,737998832
POS,12204855,3.39888272683,-76.5453260334,737998847
POS,12210258,3.424967977,-76.54246867,737998082
POS,12211769,3.38231103798,-76.5370771585,738000397
POS,12218418,3.46956098681,-76.5099034399,737998796
POS,12219390,3.452089363,-76.53911913,737998275
POS,12233201,3.424545745,-76.54085817,737998082
POS,12237061,3.48099953006,-76.5234805517,737998149
POS,12266847,3.457848405,-76.5364129,737998266
POS,12272324,3.449865174,-76.52072833,737998290
POS,12272431,3.45377176873,-76.531482864,737998832
POS,12291878,3.464854909,-76.53130776,737998194
POS,12308540,3.401914524,-76.52770775,737998942
POS,12313003,3.462383439,-76.5275984,737998251
POS,12314001,3.419070477,-76.50746364,737996735
POS,12319422,3.40886786477,-76.5476115366,738001426
POS,12329637,3.458396125,-76.5289708,737998204
POS,12332326,3.4611049122,-76.5309596586,737998204
POS,12339511,3.441955331,-76.50238729,737998269
POS,12339750,3.463259804,-76.52673426,737998251
POS,12345393,3.382434575,-76.53301905,738000397
POS,12362786,3.41005854622,-76.5338582335,737998282
POS,12370656,3.434606173,-76.53488147,737999431
POS,12384574,3.412798068,-76.53331422,737998099
POS,12386884,3.454664257,-76.52959351,737998935
POS,12397220,3.478473186,-76.50669379,738000069
POS,12400776,3.40413787059,-76.5318754213,737998934
POS,12403325,3.482875662,-76.51458405,737998174
POS,12413522,3.433334008,-76.53514941,737998120
POS,12419578,3.47419738481,-76.5194796824,737998812
POS,12420329,3.46475748998,-76.5144699466,737998805
POS,12422333,3.39943268442,-76.5453267858,737998847
POS,12424511,3.438311038,-76.5371821,737999431
POS,12432712,3.42178912475,-76.5473839818,737999427
POS,12433793,3.4616931386,-76.514431115,737998805
POS,12434189,3.42409234968,-76.5444595007,737999414
POS,12439618,3.39833616699,-76.5411705848,737998922
POS,12448163,3.460736762,-76.53081816,737998259
POS,12455796,3.423960043,-76.5465764,737999427
POS,12456497,3.38622491396,-76.5418961879,738000366
POS,12467486,3.44289734795,-76.516906972,738000380
POS,12474474,3.4243793238,-76.5096641758,737998956
POS,12477758,3.432739545,-76.52575603,738000404
POS,12494043,3.462768715,-76.53235654,737998194
